,댓글,예측,실제
11591,공산당2중대,0,1
11612,걍 재털이 치워 주고 대충 청소 해줬음 누구도 피해 보지 않았을텐데 노무 안타깝다,0,1
11613,오리지날 홍어 한번 먹어보고싶노 무슨맛이길래 치를 떨지,0,1
11618,넌 뭔데 끼어드냐,1,0
11620,쓸데없이 박식한게이노 ㅋㅋㅋ,0,1
11633,양쪽발 쩔뚝이 되지 않길ㅜㅜ,0,1
11637,간판떡칠불법주차쓰레기 천지 조선 길거리 보기만 해도 토나옴,0,1
11639,코로나 바이러스 때문에 장사 안되는데 임대료는 애미뒤지고 제정신이면 누가 장사함,1,0
11681,놀랄 만한,1,0
11692,와 진짜 할배들 대단하다 그냥 믿고싶은거만 믿는 정치병걸린 정신나간 집단같다,0,1
11696,아니 그러니깐 서울대 학살 최초 발사자가조선족 팔로군 출신이라는것 증거 있냐고요그리고 댓글쓴건 본문에 대한 내용이 아니라댓글에 서울대병원 학살 주범이 팔로군 조선족이라는글 있어 한마디 한겁니다그리고 모택동이가 대장정하면서 양민학살할만큼바보는 아닌걸로 압니다다시말해 모택동 똘마니들 조선족팔로군들이무식하게 병원환자들 생매장했다는건 모함이라고봄,0,1
11697,제발 기어나오지마 다시 들어가 두번다시 나오지마 더러우니까,0,1
11698,돈 존나 잘번당,1,0
11703,하프홍어 ㅁㅈㅎ,1,0
11724,ㅋㅋㅋㅋ시발 신뢰도 급상승ㅋㅋㅋㅋㅋㅋ,0,1
11737,사기꾼 새끼들이네,1,0
11759,집값 오르는 양이랑 일반 서민들 평균 연봉 상승률 비교 못하니아뮤리 머가리가 깨져서 문재인을 좋아하더라도 사칙연산은 할 줄 알아야지,0,1
11778,전역을 재촉하시는데 심정이 어떠신가요,1,0
11789,옛날에 맛보면 우리집라면 라면박사 이라면 존나 맛있었는데 ㅠ,1,0
11792,아재요 발닥고 자쇼,1,0
11804,방송 하차했음 좋겠네요 정말 보기 안좋네요,0,1
11842,어쩔 수 없다 이제 오빠가 나 출퇴근 시켜야겠네 ㅎ 는 2주동안 못보죠,0,1
11847,X100정도 돼지,0,1
11850,욕먹어도싸네 인간이길 포기한건가,0,1
11862,익명 그게 싫으면 인화기 사라 요즘은 소형화된 제품도 많아서 이리저리 보관도 편하다 대신 존나 느림,1,0
11877,오뎅 꼬챙이로 모가지 푹 쑤셔서 죽이고 싶네,0,1
11903,속뚫리는글 본부계동원 ㅇㅂ 8개 받아라 이기,1,0
11923,너무 싫다 진짜,0,1
11934,존나 짜증나,1,0
11963,무신 비밀이 많길래ㅋㅋㅋㅋㅋㅋ,1,0
11966,밍댕은 유럽vs미국,1,0
11969,대부분 그런 생각은 하지근데 돈 모아서 뜨는 년 드물다,0,1
11975,아파트같은거 물려줄 때 요즘은 물려준다는 개념이 없다며자식이 빚을 지던 뭘 하던 자식이 직접 사서 부모가 빚 갚아주는형식으로 간다고 하더만 내 생각에 딱히 물려 줄 재산 없으면안전빵으로 교육 투자하고 지식으로 남겨주던가 돈 있으면요령껏 피하던가 해야하는 듯 우리나라가 상속이 프랑스나이런 나라에 비해서 형식상으로만 약해보이는거지 실질적으로따지고 들면 그에 준하는 수준인데 호구 아닌 이상요령 안 쓰고 순도 100프로로 낼거 다 내는 호구가 있으려나이거는 좌우 안 가리고 다 까대야 정상인거지,0,1
11988,딜좀 더 쎄게좀 박아줄수없노 ㅋㅋ 해외 응디람서 왜케 소심하노 ㅋㅋ,1,0
11998,개꿀잼이네 영화한편 봤다 ㅇㅂ,0,1
12000,이거 ㅈㅈㅂ이긴한데 ㅋㅋ 꼴려서 ㅇㅂ줌,0,1
12002,니가 딱 조선식 사고방식이네 그렇게 보면 아이리쉬 기념일을 미국백인들은 ㅈㄴ 술쳐마시면서 초록색 옷입고 크게 행사하는데 그리고 음력 1월 1일되면 미국 모든 대학은 모든 동양 학생이 다같이 모여서 꾕가리 치고 행사하는데,0,1
12003,니들 짱개국 공산주의에나 짤리지 저긴 민주주의,1,0
12009,그래서 짱개한테 다 바치는 중,1,0
12017,더러운 여자 이용함,0,1
12018,얘 따가리가 현삼성총수냐,0,1
12043,맞어 그런거 같다 난 왠 싸가지 밥 말아묵은 호로세끼들이 다아 잇노 햇거던 네말 듣고 보니 그럴수 있겟다 조선족 놈들 이가 갈린다 혐오 그자체 임,1,0
12044,진짜 토나온다,0,1
12050,국민은 없고 궁민만 있지 ㅈㄴㄷ,0,1
12057,여자따먹은 목사는 그 반대임,1,0
12062,쟤 팬도 있나봄ㅋㅋㅋㅋ 미친놈,0,1
12080,글쓴이맘 이해한다옷도 존나게 냄새나는거 입고 나가기전에 방향제나 향수로 냄새 가린다 ㅋㅋㅋ,1,0
12083,파스퇴르 홍보대사 ㅁㅈㅎ,1,0
12086,ㄹㅇ 밤에 유산소하러 혼자 골목길 걸으면 존나 무서운데 이 노래면 죽음이 두렵지 않고 뒤에서 칼빵 날라오는거 무빙으로 스무스하게 피할수 있겠다는 자신감 생김,1,0
12145,스폰스폰 거리는데여자 스폰하는 거면 그냥 ㅅㅅ하는 거 아님,0,1
12146,익명 네이버에 대리기사만 쳐도 나오는 팩트첨부를 안한건 글쓴이 잘못이고내가 지금 얘기하는건 찾아보면 바로 나오는 팩트조차 찾아달라하는 3렙 게이 말하는건데 왜 화제돌리노,0,1
12185,미쳤네ㄱㄱ곧 끝물되게생겼네,0,1
12186,니가 사랑세키냑 더런악마섹키,0,1
12212,응 재기해,0,1
12235,존나 해운대인줄,1,0
12239,가장 기대되는 싸움임이슬람과 중국의 싸움 가장 잼있는 싸움이 될것이고 가장 잔인하고 거대한 전쟁이 될것 같음진핑이와 알라신의 싸움임인간의 왕과 신의 대결이라고 보면됨노무 기대 된다 반드시 성사되길 바람,0,1
12249,아진짜짜증ㅜ 왜케무개념들이많을까진짜ㅜ,0,1
12256,뭐래 홍준표는 그당시 여의도 의원도 아니였는데 뭔 탄핵찬성이야 병시나,0,1
12274,그게 부정선거야 빙신아 ㅋ,1,0
12275,홍보할래 자꾸 ㅡㅡ 응안사,0,1
12278,너도 일베글 제목에 여고딩 들어가기만 하면낚시여부 생각도 안 하고클릭부터 하고보는 짐승 주제에고상한 척은 다 떠네 ㅋ,0,1
12304,저 몽고선수 하단잡기없어진 이후로도 메달 ㅈㄴ 땄고아직도 몽골 국대임본질적으로 인자강임 걍,1,0
12310,저놈이 내가 유일하게 미안한 마음든 중궈다,0,1
12324,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ터졌따 시발,1,0
12328,혹시 널 떠본거 아니면 그냥 손절해전라도것들이 원래 간이라도 빼줄듯 하다가뒤통수치잖아전라도 아니라도 그런성향있는 놈들 뒤끝좋은거 못 봤다,1,0
12342,팔로군 출신 조선족이 서울대 병원 학살사건을 일으킨 증거는 없다 인민군에 팔로군 출신들이 있는건 사실이지만서울대병원 학살 증거는 없다 일게이들아 잘봐라 북한 인민군 VS 중국 팔로군 vs 조선족 책임 회피 애매한 사건 일어나니바로 중국 조선족 한테 책임 뒤집어 씌움 역사에 무지한 새기 아니면 짱개와 앙숙인 섬짱개 출신 스파이들이다애네들은 서울대에서 죽은 한국인에 대한 애틋함은 없고 그저 반중 반 조선족 프레임에만 골몰하는 늠들이다일베에 대만 섬짱개 출신 간첩 쩍팔이 간첩들이 드글댄다는 증거이다조선족 옹호하는게 아니다 조선족 간첩들도 한국에 있는데 애네들은 실제로 한국 아나운서 발음보다 더 좋고 일단 서울에 아파트 한채씩 가지고출발한다니들은 구분 못해,1,0
12345,진짜 양아치는 어쩔수 없네,0,1
12372,호텔와이파이존에서 카톡해라 이기,0,1
12376,나한테는 안해주니까 짜증나는거지 ㅋㅋ 언플 존나하니까 외교부 움직인거자나,0,1
12378,지하철에서 오줌 누고 컵라면 쳐먹고 토하는거랑 뭐가 다르냐,0,1
12380,1조 벌러 gaza,1,0
12387,떼법이 대법상위ㅋㅋㅋㅋ,0,1
12399,국사 교과서에 죽어도 안 넣음ㅋㅋㅋ노근리 양민은 죽어라 처넣으면서중국 북한 욕 처먹을 짓은 죽어도 안 넣음,0,1
12407,ㅈㄴ 잘만드노 ㄷㄷ,1,0
12419,한국 음식이 아니라 외국 음식이잖아 ㅁㅈㅎ,0,1
12463,사건사고있어도 재밌으면보는데 주작사건때문이 아니라 재미없기때문에 운지한거임,0,1
12470,아니 새끼 문어를 판겨,1,0
12482,전형적인 공산당 문구네 ㅋㅋ 진짜 요즘은 정신병동이 국회인지 국회가 정신병동인지 모르겠음,1,0
12502,너무이뻐서ㅋㅋㅋㅋㅋ 축하한다이기야,0,1
12510,ㅋㅋㅋㅋㅋㅋ518 졸지에 민주화운동됐노 일베 좌빨사이트 ㅅㅌㅊ,0,1
12525,조 ㅅ 국 가지가지하노,1,0
12553,다시 봐도 빡치노,1,0
12573,그러고 싶지만 애가 너무 착하고 맘약하다 이기 ㅋㅋ,0,1
12576,진짜 cnn 받아적는 국내 뉴스만 보는 새끼들은 감이 안오겠지 지금 미국 분위기는 완전 다르다,1,0
12596,싯팔 눈물 나오게하노,0,1
12606,미친놈들아 대통령이쉬운줄알아 니네가 뭔데 꼰대질이누,0,1
12627,절라도도 불가능,0,1
12637,아마 민주당이 똑같은 방식으로 이 정도로 심각한 투표개표 조작 의혹이 상태로 선거에서 졌다면소송이고 나발이고 필요없이이미 진작에 전라도 카르텔 홍어새끼들민주노총 귀족노조 새끼들 전부 총동원 되서 5월 정도에 폴동 일으켜서 나라 뒤집어 놓고 부정선거 수사 및 재판도 인민재판 마녀사냥 식으로 전개 했겠지,1,0
12674,헐장인어른이 일게이시다니 ㅠㅠ,0,1
12692,이 조또 없는 거 ㅇㅂ,0,1
12695,누구임 정말 예전 날카로웠던 일베충 보는것 같노,1,0
12742,의사가 없는 정신병원,1,0
12746,소형없다ㄹㅇ 레전드네 이샠기가ㅋㅋ,0,1
12762,미국한테 주미대사로 승인받는거 존나 오래걸렸다지 ㅋㅋ,1,0
12775,와 역겹다 여기 ㅋㅋ,0,1
12781,하 씨이발,0,1
12801,문재인 대통령님께 대하여 준비된 사수로부터 사격개시,0,1
12804,미국산 일베충 냄새가 너무 나는데,1,0
12807,하늘의 ㅊㄴ 어휴 내가제일 기피하는여자직업,0,1
12825,홍 어,1,0
12829,죽일까 ㅋㅋ,0,1
12843,살인이나 마찬가지였음,0,1
12897,응 음란물에미치다,0,1
12928,메뉴다줄여놓고 다시 신메뉴나오네 ㅋㅋㅋ,1,0
12934,윤석열은 이명박 박근혜 우병우 김기춘 조윤선 다 구속시킨 인물이다태블릿 수사팀장이 윤석열이명박은 몰라도 다른 사람은 다 사법살인당한 거임그리고 금태섭은 민주당 패스트트랙의 최대공로자임넌 틀니앙으로 가라,1,0
12958,av배우중에 노 대통령도 있지않나,0,1
13003,오빠가 저의 원동력 입니다 아프지 말고 늘 건강해요 사랑해요,0,1
13019,손톱사진 극혐,1,0
13040,일본손님 8명 ㅈㅅㄴ ㅋㅋㅋㅋㅋㅋㅋ,1,0
13053,청나라 짤있어서 선동ㅁㅈㅎ,0,1
13054,슬기 게이는 도대체 어떤 싸움을 하고 있던거노ㅜㅜㅜ 일베가 지켜주자 이기ㅠㅅㅠ,0,1
13059,측우기 해시계 이런거 보면 한숨만 나옴어렸을때는 뭔 정교한 장치가 있는줄 알았는데 ㅅㅂ,0,1
13060,그럼 그 글 쓴새끼 수도업자일 확률 떡상이네ㅋㅋㅋㅋㅋㅋㅋㅋ,1,0
13069,나도 요즘 유도하는데 존나재밌다 게이들아 해봐라,0,1
13083,니들도 민주당 존나 까지 않앗냐,1,0
13095,낸 슬기같은 애가 좋음노무 이쁘지도 않고,1,0
13100,9억넘어가는건 씨바꺼서초에 9억미만보다 9억이상이 더 많을텐데 ㅠㅠ,0,1
13108,저건 전구로 해결될 문제가 아니네보전깨 하고 레몬즙 뿌려줘야 함,0,1
13119,나라꼴이 말이 아니다 게이들아 돈있으면 금이나 많이 사놔라 금은 만국공통화폐아니냐ㅎ,0,1
13123,반일은 정신병,1,0
13127,좌승환이 요즘 음반 팔아먹는걸로 돈이 안되나봐짜식 그렇게 힘들면 형한테 말하지 소심한새끼,1,0
13136,잘생긴사람 욕하지마라 이기야,1,0
13171,하 재앙 임기 대체 언제 끝나죠 그것만 바라보고 있습니다,0,1
13177,에미한테 애비 누군지 꼭물어봐라 그때 참았어야 미안타,1,0
13181,두번째 사진 유미언니한테 혼날것 같,1,0
13189,아영아 너 키노 조이한다히지앙ㅎ랏냐,1,0
13209,리기미 10년만에 나라가 어쩌다 이리 된거냐 ㅜㅜ,0,1
13217,아리후레따 하나시,1,0
13220,국방부에 또 지령내렸냐 애미추 구속 안시키려고ㅋㅋ 아놔 이게 진짜 국민을 바보등신으로 아나ㅋㅋㅋㅋ,1,0
13224,가방끈 ㅋㅋㅋㅋ 가방끄은ㅋㅋㅋㅋㅋ 와우 가방끈 같은소리하고 자빠졌네 야구하고 한국위상 높인 사람이 가방끈이 필요하노ㅋ,1,0
13244,잃을거없는 양아치씹라도컹새끼들이나 맞다이하는거아님ㅋㅋ,1,0
13261,여행에 미친게 아니라 부조에 미친거였다,0,1
13263,까보면 지들 처먹느라 바빴을거 같은데까보면 지들 처먹느라 바빴을거 같은데까보면 지들 처먹느라 바빴을거 같은데,0,1
13265,온 뉴스가 ㅈ바이든찬양중임 ㅅㅂ보다가 항마력딸려서 꺼버리고지금 ㅇㅂ하는중,1,0
13269,조선족이나 전라도가 볼땐 그럴수도깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔,0,1
13275,강제없었어새끼야 0프로야 조선인중개업자가 속여서 데리고와도 본인이 싫다고하면 돌려보냈다,1,0
13280,죄를 누가 지으래냐누군 씻팔 집구석에 안 가고 싶어서 반징역생활 하노,1,0
13284,기사 ㅈ같이 쓴 기레기들 정보도 다 모으셈 특히 여기레기들,1,0
13295,신라면 너무 맛없어서 진라면 먹어봤는데다시 신라면으로 그냥 갈아탐ㅋㅋㅋ,1,0
13306,노예달래기 ㅋㅋ 이제 제발 횟불과죽창을 준비해라 촛불은 길을 밝킬 수없다,0,1
13329,클럽갔다는년들 한번씩은 원냐잇 해봣다고 생각하면 되냐난 클럽 한번도 안가봐서 모르겟다 게이들ㅇ ㅏ 어떻게 생각하냐,0,1
13346,안되지 안되지 ㅜㅜㅜㅜㅜㅜ 어린새끼들 건드리면 안됨 ㅠㅠ,1,0
13351,진워렌버핏 자살예언 미만잡,0,1
13370,와이새낀 이쪽으로 고찰을많이했네ㅇㅂ,0,1
13378,학원강사면 대충 소문 다 나지 않냐 ㄷㄷ,1,0
13385,신작인줄 알았네 ㅅㅂ ㅁㅈㅎ,1,0
13387,운지하고 싶을정도로 고통스러웠다,0,1
13396,나 제천화재 났었을때 그 건물에 있었는데 소방관이랑 거기 목욕탕이랑 거리얼마안됨 ㅋㅋㅋ작은지역이라서 금방옴 근데 건물이 ㅈㄴ 탔음 소방관 개꿀직업맞는듯,0,1
13397,저거저거 머리가 장식이구만그래,0,1
13399,딴건모르겠고 저방 존나 추울거같은데 난방은 되냐,0,1
13401,미니중국에서 당연한 일이지 ㅇㅇ,0,1
13462,Irene이 외모가 독보적이라고 내가 방송계 관계잔데 그 누구도 너처럼 말하는 사람 없음 그냥 눈 땡그랗고 피부하얀건 인정하지만 전혀 매력 1도 없고 딱히 미인형도 아냐 주입식 미녀란 말 못들어봤노,1,0
13466,문재앙 이 사람 이었냐,0,1
13476,저능아는 여물고있어라조선족 욕하는거 물타기하는거보소,0,1
13485,여자가 애 낳는 기계도 아니고 뭔데 계속 애 낳으라고,0,1
13486,뭐 이런 쓰레기사를 다 봤나,0,1
13505,이새끼 짱개임,1,0
13521,아이 엄마의 남자친구ㅋㅋ 아빠없는줄 알았는데 아빠가 있네 근데 집으로 남친을 불러ㅋㅋ,0,1
